date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_223_normalized,smart_223_raw,smart_225_normalized,smart_225_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2014-01-03,Z300X922,ST4000DM000,4000787030016,0,,70745944,,,,,,,,0,,,,,,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,PL1311LAG3EE4H,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,6511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,JK1175YAK92GKX,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,30205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ1323YNG1SKNC,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,20325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ0351YNGAD7KA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,9169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,JK1130YAG45GST,Hitachi HDS722020ALA330,2000398934016,0,,65538,,,,,,,,0,,,,,,13084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,W1F09WAF,ST3000DM001,3000592982016,0,,43996000,,,,,,,,0,,,,,,15284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z300WG7R,ST4000DM000,4000787030016,0,,94297960,,,,,,,,0,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,JK11A8B9J8LJ3F,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,25019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,S1F0CSWB,ST3000DM001,3000592982016,0,,96276120,,,,,,,,0,,,,,,13428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z300WG7Z,ST4000DM000,4000787030016,0,,168245352,,,,,,,,0,,,,,,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ0351YNG9T1JA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,10021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,S1F0CSW0,ST3000DM001,3000592982016,0,,44450568,,,,,,,,0,,,,,,12971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,5XW00K1P,ST31500541AS,1500301910016,0,,38032580,,,,,,,,0,,,,,,36947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,S1F0CSW2,ST3000DM001,3000592982016,0,,174585928,,,,,,,,0,,,,,,12949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ1311YNG5XUHA,Hitachi HDS5C3030ALA630,3000592982016,0,,1,,,,,,,,0,,,,,,15233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,PL1321LAG35ABH,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ1311YNG7BH3A,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,14842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z1Z0432J,ST4000DX000,4000787030016,0,,204568540,,,,,,,,0,,,,,,5589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z300X92Y,ST4000DM000,4000787030016,0,,77166688,,,,,,,,0,,,,,,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,W1F09XG2,ST3000DM001,3000592982016,0,,170100216,,,,,,,,0,,,,,,15263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,W300J8DX,ST4000DM000,4000787030016,0,,151839680,,,,,,,,0,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ1311YNG7KRHA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,15172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z300CWTK,ST4000DM000,4000787030016,0,,223939952,,,,,,,,0,,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ1311YNG305JA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,18868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MK0311YHGK1G7A,Hitachi HDS723030ALA640,3000592982016,0,,1,,,,,,,,0,,,,,,17213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z300VGJ4,ST4000DM000,4000787030016,0,,155651896,,,,,,,,0,,,,,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,JK1101B9GK6XJF,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,27315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ0351YNG9UYDA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,10458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,W1F09QWH,ST3000DM001,3000592982016,0,,242310752,,,,,,,,0,,,,,,13912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,W300JMQL,ST4000DM000,4000787030016,0,,60637304,,,,,,,,0,,,,,,3424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z300PAB5,ST4000DM000,4000787030016,0,,174876384,,,,,,,,0,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,PL1321LAGATWSH,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,5615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,6XW0LCVC,ST31500541AS,1500301910016,0,,174192495,,,,,,,,0,,,,,,31057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ1323YNG1PU0C,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,20283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ1323YNG1HAJC,Hitachi HDS5C3030ALA630,3000592982016,0,,1376256,,,,,,,,0,,,,,,20315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,PL1311LAG3DT5H,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ1311YNG7827A,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,15152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,JK11A8B9GP4VSF,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,27032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MK0331YHGS0X1A,Hitachi HDS723030ALA640,3000592982016,0,,0,,,,,,,,0,,,,,,17582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,S1F06XCN,ST3000DM001,3000592982016,0,,5383880,,,,,,,,0,,,,,,14300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ1311YNG4GJTA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,21284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ1323YNG1SEWC,Hitachi HDS5C3030ALA630,3000592982016,0,,32,,,,,,,,0,,,,,,20314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ0351YNGA8YHA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,9057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z1Z04CJ9,ST4000DX000,4000787030016,0,,107383588,,,,,,,,0,,,,,,5630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z300PABB,ST4000DM000,4000787030016,0,,239117928,,,,,,,,0,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,JK1101B9KM49BF,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,23649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,6XW0VG8N,ST31500541AS,1500301910016,0,,73688033,,,,,,,,0,,,,,,34405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,S1F01J8B,ST3000DM001,3000592982016,0,,157020848,,,,,,,,0,,,,,,15545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,S1F00MNJ,ST3000DM001,3000592982016,0,,43864512,,,,,,,,0,,,,,,15281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,W1F0Y13C,ST3000DM001,3000592982016,0,,177949480,,,,,,,,0,,,,,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,PL1311LAG3DPVH,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z300X8B1,ST4000DM000,4000787030016,0,,233221448,,,,,,,,0,,,,,,1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,PL1311LAG3DDBH,Hitachi HDS5C4040ALE630,4000787030016,0,,0,,,,,,,,0,,,,,,7191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,W1F0X5VA,ST3000DM001,3000592982016,0,,117465112,,,,,,,,0,,,,,,12236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ0351YNG9UPVA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,10103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,WD-WCC4N0337188,WDC WD30EFRX,3000592982016,0,,0,,,,,,,,0,,,,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,W1F09EYX,ST3000DM001,3000592982016,0,,38929248,,,,,,,,0,,,,,,14783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ1311YNG335HA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,18598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,WD-WMC4N1066434,WDC WD30EFRX,3000592982016,0,,0,,,,,,,,0,,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,5XW0DNTS,ST31500541AS,1500301910016,0,,206733577,,,,,,,,0,,,,,,13461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,JK11A8B9J3AU4F,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,24371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,S1F032SM,ST3000DM001,3000592982016,0,,89536040,,,,,,,,0,,,,,,15798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,9XK04Z9L,ST33000651AS,3000592982016,0,,63419751,,,,,,,,0,,,,,,17302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,S1F0SAB1,ST3000DM001,3000592982016,0,,181643080,,,,,,,,0,,,,,,12189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,S1F0SAB3,ST3000DM001,3000592982016,0,,107407744,,,,,,,,0,,,,,,12163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z3005HDX,ST4000DM000,4000787030016,0,,37926728,,,,,,,,0,,,,,,5970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MJ0351YNG9WKPA,Hitachi HDS5C3030ALA630,3000592982016,0,,0,,,,,,,,0,,,,,,10271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,S1F08R94,ST3000DM001,3000592982016,0,,162456568,,,,,,,,0,,,,,,12919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,JK1171YBK1U2NF,Hitachi HDS722020ALA330,2000398934016,0,,65536,,,,,,,,0,,,,,,30220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,JK11A4B8HTPJMW,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,23871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MK0311YHG54HVA,Hitachi HDS723030ALA640,3000592982016,0,,1,,,,,,,,0,,,,,,22345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,JK11A8B9J3611F,Hitachi HDS722020ALA330,2000398934016,0,,0,,,,,,,,0,,,,,,23676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,W1F0A47K,ST3000DM001,3000592982016,0,,80264840,,,,,,,,0,,,,,,15919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z300PKXJ,ST4000DM000,4000787030016,0,,99105208,,,,,,,,0,,,,,,1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z290WMC3,ST33000651AS,3000592982016,0,,61408425,,,,,,,,0,,,,,,17601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z300X8BY,ST4000DM000,4000787030016,0,,182928808,,,,,,,,0,,,,,,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,MK0333YHGPG1KC,Hitachi HDS723030ALA640,3000592982016,0,,0,,,,,,,,0,,,,,,17907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,Z300E2F8,ST4000DM000,4000787030016,0,,204114400,,,,,,,,0,,,,,,2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,W300K24Q,ST4000DM000,4000787030016,0,,128338840,,,,,,,,0,,,,,,1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
